sku;name;tags;images;description;categories;originalCategory;weight;length;width;height;brand;type;published;Visibility in catalog;is_featured
NP.DCK11.001;ACER PORT USB REPLICATOR;;https://www.micropointsa.co.za/assets/images/products/midrand/original/np-dck11-001-2.jpg;<p><strong>ACER PORT USB REPLICATOR - NP. DCK11.001</strong></p><p><strong>Acer Port Replicator</strong></p><p>Connects via USB to give you</p><p>1 x RJ45</p><p>3 x USB2.0 at the back</p><p>1 x USB2.0 in front</p><p>1 x DVI Connector</p><p><strong>Does not Charge Device Connected to</strong></p>;Computers Laptops & Electronics > Notebook Components > Accessories;NOTEBOOK ACCESSORIES > NOTEBOOK DOCKING STATIONS;;;;;ACER;simple;1;visible;0
P-1500VA;TBYTE 1500VA/900W OFFLINE UPS;;https://www.micropointsa.co.za/assets/images/products/midrand/original/p-1500va.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/p-1500va-2.jpg;"<p><span style=""font-size: 18px;""><strong><u>SPECIFICATIONS:&nbsp;</u></strong></span></p><p><strong>Input</strong> - &nbsp;&nbsp;</p><p>Voltage - 220Vac  plus or minus  25%, (5% Adjustable) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>Frequency - 50Hz or 60Hz- plus or minus  6% &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p><strong>Output</strong> -&nbsp;</p><p>Frequency -50Hz or 60Hz plus or minus 1% &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>Voltage - 220Vac (  plus or minus -5% Adjustable) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>Transfer time - &lt;10msec (10 msec on system check) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>Wave form - Sine wave under municipal supply, square wave under battery</p><p>operation</p><p><strong>Protection</strong> -&nbsp;</p><p>Load input - Fuse for overload &amp; short circuit protection &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>Short circuit - Fuse &amp; current Limited &amp; cut off &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p><strong>Battery</strong> -&nbsp;</p><p>Backup time - 15-35 mins depend on the load &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>Type - Sealed Lead-Acid battery &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>Protection - Auto-inspection, discharge protection and battery fault caution &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p>Battery - Normally battery is charge once three months; it isn't less than 6 hours</p><p>once a time. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Audible Alarm</strong> -&nbsp;</p><p>Battery supply power - Sufficient battery capacity, buzzer rings every 6 seconds red light flashs / Insufficient battery capacity, buzzer rings every 1 second, red light flashing</p><p>Battery low Voltage or Overload/short circuit - Buzzer keep rings, red light on Continuously &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p><strong>Physical</strong> - Weight (kg) - 11.7&nbsp; &nbsp;</p>";Computers Laptops & Electronics > Power Solutions > Pc UPS;UPS > 1000VA UPS;;;;;TBYTE;simple;1;visible;0
P-2000VA;TBYTE 2000VA/1200W OFFLINE UPS;;https://www.micropointsa.co.za/assets/images/products/midrand/original/p-2000va.jpg;"<p><strong>TBYTE 2000VA/1200W OFFLINE UPS - P-2000VA</strong></p><p><strong>SPECIFICATIONS:&nbsp;</strong></p><p><strong>Input&nbsp;</strong></p><p><strong>Voltage:</strong>220Vac  plus or minus  25%, (5% Adjustable) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Frequency:</strong>50Hz or 60Hz- plus or minus  6% &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Output</strong></p><p><strong>Frequency:</strong>50Hz or 60Hz plus or minus 1% &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Voltage:</strong>220Vac ( plus or minus -5% Adjustable) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Transfer time:&lt;</strong>10msec (10 msec on System check) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Wave Form:&nbsp;</strong>Sine Wave under municipal supply, square wave under Battery</p><p><strong>Protection&nbsp;</strong></p><p><strong>Load Input:</strong> Fuse for Overload &amp; Short Circuit Protection &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Short Circuit: Fuse</strong> &amp; current Limited &amp; cut off &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Battery:</strong></p><p><strong>Backup Time:</strong>15-35 mins depend on the Load &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Type:</strong> Sealed Lead-Acid Battery &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Protection:</strong> Auto-Inspection, discharge protection and Battery fault caution &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Battery:</strong> Normally Battery is charge once three months; it isn't less than 6 hours once a time &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Audible Alarm</strong></p><p><strong>Battery Supply Power:</strong> Sufficient Battery Capacity, buzzer rings every 6 seconds red light flashes&nbsp;</p><p>&nbsp;Insufficient Battery Capacity, buzzer rings every 1 second, red light flashing</p><p><strong>Battery Low Voltage Rr Overload/short Circuit: Buzzer</strong> keep rings, red light on Continuously &nbsp; &nbsp;&nbsp;</p><p><strong>4 x Plugs - Back &nbsp; &nbsp; &nbsp;&nbsp;</strong></p><p><strong>Physical:</strong> Weight (kg) - 13.1</p><p><br></p>";Computers Laptops & Electronics > Power Solutions > Pc UPS;UPS > 2000VA;;;;;TBYTE;simple;1;visible;0
P67;TABLET MOBILE STAND;;https://www.micropointsa.co.za/assets/images/products/midrand/original/p67.jpg;"<strong> TABLET MOBILE STAND- P67</strong></p>  <strong> Color: Grey</strong></p>  <p>Product</p>  <strong> name: Tablet Holder Stand</strong></p>  <strong> Feature: </strong></p>   <p>360 Degree Rotating</p>  <strong> Keywords: Aluminum Metal Stand Holder</strong></p>  <strong> Usage: Universal Tablet PC Holder</strong></p>  <strong> Application: Home Office</strong></p>  <strong> Package: Retail Package</strong></p>  <strong> Function: Tablet Mount Support Tablet Bracket</strong></p>  <strong> Suitable for:10.9-12.9 Inches IPad</strong></p>  <p>For iPad Holder Mount for Desk Phone Tablet Holder for iPhone Flexible Tablet Mount Stand For iPad Pro Tablet Phone Stand</p>  <p>-Metal screw type fixed, strengthen the base, non-slip not loose; Anodizing high hardness aluminum alloy </p>  <p>-Cantilever design multi-node free adjustment, with screw locking structure, free to adjust the locking</p>  <p>-Universal wheel design, 360 rotation can be clamped </p>  <p> -Embedded soft silicone protection equipment; The reserved charging hole does not affect charging</p>";Computers Laptops & Electronics > Tablets > Accessories;TABLETS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
P705;500W PORTABLE POWER STATION;;https://www.micropointsa.co.za/assets/images/products/midrand/original/p705.jpg;"<p><strong>TBYTE 500W PORTABLE POWER STATION - P705</strong></p><p>P705 Portable Power Station</p><p><strong>Capacity:&nbsp;</strong>444Wh 14.8V30Ah</p><p><strong>Built -In Battery:&nbsp;</strong>High Quality Lithium Lion Battery</p><p><strong>Charging</strong></p><p><strong>Adapter:&nbsp;</strong>DC 15 V 4A</p><p><strong>Solar Panel:&nbsp;</strong>9 - 24 V / 5A</p><p><strong>Charging Time</strong></p><p><span style=""background-color: initial;""><strong>Adapter:</strong></span> 5 -6 hours</p><p><strong>Solar Panel</strong>: Depends on Solar Panel Power</p><p><strong>Out</strong></p><p><strong>1 x &nbsp;AC:</strong> 230V/50Hz Rated Power (1000 Peak Power)</p><p><strong>2 x QC</strong>: USB 18W 5V3A,9V2A,12V/1.5A (Max)</p><p><strong>Type - C (PD)27W:</strong> 5V/34,9V/3A,12V/2.25A</p><p><strong>Type - C (PD)27W:</strong> 5V/34,9V/3A,12V/2.25A</p><p><strong>2 x DC:&nbsp;</strong>12V/10A (Max)</p><p><strong>LED:&nbsp;</strong>Strong Light Lightning Mode 4W Strong Light, Fast Flash, SOS Gear Shift</p><p><strong>Cycle Life</strong>: 500 Times</p><p><strong>Weight:</strong> 6.55KG</p><p><strong>Product Size</strong>: L270 x W215 x H235mm</p><p><strong>Package Size</strong>: L340 x W x H300mm</p><p><strong>Working Temperature</strong>: -10-60C</p><p><strong>6 Months Warranty</strong></p><p><br></p>";Computers Laptops & Electronics > Power Solutions > Inverters;UPS > INVERTER;;;;;TBYTE;simple;1;visible;0
PBCP091;TYPE C POWERBANK, 10000 MAH, P091;;https://www.micropointsa.co.za/assets/images/products/midrand/original/pbcp091.png;"<p><strong>MICROWORLD TYPE C POWERBANK, 10000 MAH, P091 - PBCP091</strong></p><p>Smart Power Box, Travel Charger</p><p>For IPOD, Phone, Games Player, Mobile Phone</p><p>100% High Speed</p><p>Multifunction Digital Movable Charger using The Efficient Boost Converter And Battery&nbsp;</p><p>Protective IC its Built-in Intelligent identification Chips Ate Able To Identify Different Kinds Of Digital Products the Voltage-electric Current</p><p>Reaching Available charge</p><p>It with built-in high-capacity battery</p><p>Small appearance, wide scope of application, longenity life high cost-perfomance</p><p>You can use it to charge your cell phone</p><p><strong>1 Type C &amp; 1 USB</strong></p>";Computers Laptops & Electronics > Tablets > Accessories;TABLETS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
PD65W;LIFEPO4 TYPE C MINI UPS;;https://www.micropointsa.co.za/assets/images/products/midrand/original/pd65w.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/pd65w-2.jpg;<strong> LIFEPO4 TYPE C POWERBANK - PD65W</strong></p>  <strong> Emergency Load-Shedding Power Supply with LifePO4 Battery</strong></p>  <strong> Model: Mini PD  65W LFP</strong></p>  <p>Rated Working Voltage: 100-240Vac/50-60Hz<p>  <p>Output Power (Max.):DC+USB+TYPE-C=65Hz<p>  <strong> Output: Each DC Interface USB Type-C </strong></p>  <p>Output Voltage (Selectable): 9V/12V/19V/20V   5V/9V/12V  5V/9V/12V/15V/20V</p>  <strong> Output Polarity:  8800mah Lithium Battery</strong></p>  <p>Output Power And Current: Single DC Port Maximum</p>  <p>Output 9V1A/12V ( plus or minus 1.5V)/19V/20V/3A  5V3A/9V2A/12V1.5A  5V/9V/12V/15V/20V 3A</p>  <p>QTY. & Capacity Of Battery: 4000mAh x 4</p>  <p>Unit Dimension (mm): 200 x 170 x 50mm</p>  <p>Net Weight (kg): 1.4kg</p>  <p>Metal Case: Better heat dissipation and Longer-lasting</p>  <strong> DESCRIPTION</strong></p>  <p>Protect your Devices from Power Outages</p>  <p>Built-In LifePo4 Battery Pack with a USB Port and Type-C</p>  <p>The UPS Automatically begins charging after the Power is plugged in</p>  <p>UPS needs to be charged  every 3 months if it has not been in use </p>  <p>Manually Control Output Switch</p>  <p>Overload & Short-Circuit Protection</p>  <p>Over-Charge and Over-Discharge Protection</p>  <p>Multi-Functional LED Screen</p>  <p>Maximum Capacity: 65W</p>  <strong> Application, Routers, Modems, Smart Devices, Wireless Phone, CCTV, LED Light  etc</strong></p>;Computers Laptops & Electronics > Tablets > Accessories;TABLETS > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
PIN1;NOTEBOOK PIN ACCESSORY;;https://www.micropointsa.co.za/assets/images/products/midrand/original/pin1.jpg;;Computers Laptops & Electronics > Notebook Components > Accessories;NOTEBOOK ACCESSORIES > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
PJT-LCN800;USB-C HUB 1000M LAN+PD;;https://www.micropointsa.co.za/assets/images/products/midrand/original/pjt-lcn800-3.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/pjt-lcn800.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/pjt-lcn800-2.jpg;"<p><strong>USB-C HUB 1000M LAN+PD - PJT-LCN800</strong></p><p>2 In 1 Type C Lan Card</p><p><strong>Output:</strong></p><p>Type C to Lan1000mb/s</p><p><strong>PD Power Supply:</strong> MAX100W</p><p><strong>Input:</strong> 1 x USB-C &nbsp;full function</p><p><strong>Product Size:</strong> 45 x 58 x 17mm</p><p><strong>Packing:</strong> 100pcs / ctn</p><p><strong>Meas:33 x 32.5 x 29cm GW:&nbsp;</strong>6KG</p><p><br></p>";Computers Laptops & Electronics > Peripherals > USB Devices;USB HUB > USB TYPE C;;;;;MICROWORLD;simple;1;visible;0
POE-30W;30W POE MINI UPS 8800MAH;;https://www.micropointsa.co.za/assets/images/products/midrand/original/poe-30w.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/poe-30w-2.jpg;"<p><strong>30W POE MINI UPS 8800MAH - POE-30W</strong></p><p><strong>Features:</strong></p><p>9V Output and 12V Output</p><p>POE Port 15V/24V Selectable</p><p>Output 5V USB and DC Port</p><p><strong>Built-In Lithium Battery</strong></p><p>Microprocessor Controller guarantees high reliability</p><p>Auto start when plugged in</p><p>Manual Power off Switch</p><p>Overload &amp; short-circuit protection</p><p>Over-charge and over-discharge protection</p><p>User friendly multi-LED status indicators</p><p>3DC Ports can make the 5V, 9V and 12V Output at the same time</p><p>5VDC USB Charger</p><p><strong>Application:</strong> Router , Modem, Wireless Phone, CCTV, Monitor, Bridge, PSP, iPad, Digital Camera etc.</p><p><strong>Rated Working Voltage:</strong> 100~240Vac/50-60Hz</p><p><strong>Output Power (Max.):</strong> 30W</p><p><strong>Output:</strong> USB/DC1 ,DC2, DC3 POE Interface</p><p><strong>Output voltage (selectable):</strong> 5Vdc 9Vdc ,12Vdc,15Vdc/24Vdc</p><p><strong>Output Polarity:</strong> 8800mah Lithium Battery + 4,5Pins - 7,8Pins</p><p><strong>Output power &amp; Current (In Common):</strong>5V / 2,5A ,1.0A/9W ,1.0A/12W (0.5A/24V)0.5A/)12W</p><p><strong>QTY. &amp; Capacity of Battery:</strong> 2200mAh x 4 | 8800mAh</p><p><strong>Unit Dimension (mm):</strong> 167.5 x 106.5 x 30.5mm</p><p><strong>Net Weight (kg):</strong> 0.6kg</p>";Computers Laptops & Electronics > Power Solutions > Inverters;UPS > INVERTER;;;;;MICROWORLD;simple;1;visible;0
PSP13;"PRIVACY SCREEN PROTECTOR FILTER 13.3""";;https://www.micropointsa.co.za/assets/images/products/midrand/original/psp13.jpg;"<p><strong>PRIVACY SCREEN PROTECTOR FILTER 13.3"" - PSP13</strong></p><p><strong>Function</strong>: Anti-scratch, Anti-Fingerprint, Anti-SPY, High Transparent, Anti-Oil, Anti-Glare, Bubble Free</p><p>1. People cannot see if not directly in front of device</p><p>2. Protect your privacy in public</p><p>3. Anti glare, reduce strong lights from screen</p><p><strong>Usage</strong> PC / Notebook, Tablet PC, Monitor</p><p>Private Mold</p><p><strong>Material</strong>:PET</p><p><strong>Quality</strong>:Grade AAA</p><p><strong>Colour</strong>: Light Black</p><p><strong>Available Layer Thickness</strong>:About 0.45 + 0.02mm</p><p><strong>Compatible Size</strong>: 13.3""</p><p><strong>Aspect Ratio</strong>: 16:9</p><p><strong>Installation Method</strong>: Adhesive Tape&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p>";Computers Laptops & Electronics > Notebook Components > Accessories;NOTEBOOK ACCESSORIES > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
PSP15;"PRIVACY SCREEN PROTECTOR FILTER 15.6""";;https://www.micropointsa.co.za/assets/images/products/midrand/original/psp15.jpg;"<p><strong>PRIVACY SCREEN PROTECTOR FILTER 15.6"" - PSP15</strong></p><p><strong>Function</strong>: Anti-scratch, Anti-Fingerprint, Anti-SPY, High Transparent, Anti-Oil, Anti-Glare, Bubble Free</p><p>1. People cannot see if not directly in front of device</p><p>2. Protect your privacy in public</p><p>3. Anti glare, reduce strong lights from screen</p><p><strong>Usage</strong> PC / Notebook, Tablet PC, Monitor</p><p>Private Mold</p><p><strong>Material</strong>:PET</p><p><strong>Quality</strong>:Grade AAA</p><p><strong>Colour</strong>: Light Black</p><p><strong>Available Layer Thickness</strong>:About 0.45 + 0.02mm</p><p><strong>Compatible Size</strong>: 15.6""</p><p><strong>Aspect Ratio</strong>: 16:9</p><p><strong>Installation Method</strong>: Adhesive Tape&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p>";Computers Laptops & Electronics > Notebook Components > Accessories;NOTEBOOK ACCESSORIES > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
PSP16;"PRIVACY SCREEN PROTECTOR FILTER 16""";;https://www.micropointsa.co.za/assets/images/products/midrand/original/psp16.jpg;"<p><strong>PRIVACY SCREEN PROTECTOR FILTER 16"" - PSP16</strong></p><p><strong>Function</strong>: Anti-scratch, Anti-Fingerprint, Anti-SPY, High Transparent, Anti-Oil, Anti-Glare, Bubble Free</p><p>1. People cannot see if not directly in front of device&nbsp;</p><p>2. Protect your privacy in public</p><p>3. Anti glare, reduce strong lights from screen</p><p><strong>Usage</strong> PC / Notebook, Tablet PC, Monitor</p><p>Private Mold</p><p><strong>Material</strong>:PET</p><p><strong>Quality</strong>:Grade AAA</p><p><strong>Colour</strong>: Light Black</p><p><strong>Available Layer Thickness</strong>:About 0.45 + 0.02mm</p><p><strong>Compatible Size</strong>: 16""</p><p><strong>Aspect Ratio</strong>: 16:9</p><p><strong>Installation Method</strong>: Adhesive Tape&nbsp;</p>";Computers Laptops & Electronics > Notebook Components > Accessories;NOTEBOOK ACCESSORIES > ACCESSORIES;;;;;MICROWORLD;simple;1;visible;0
RJ48;RJ48 CONNECTOR UTP (100PCS);;https://www.micropointsa.co.za/assets/images/products/midrand/original/rj48-3.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/rj48.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/rj48-2.jpg;"<p><strong>RJ48 CONNECTOR UTP (100PCS) -&nbsp;</strong><strong>RJ48</strong></p><p><strong>Inlet Shape</strong>: F/R</p><p><strong>Slot:&nbsp;</strong>10Pin Copper Sheet: 10</p><p><strong>Material:</strong> PC</p><p><strong>Certification:</strong> CE ROHS</p><p><strong>Length Of Plug:&nbsp;</strong>22.45+0.2mm</p><p><strong>Copper Material</strong>: Copper</p><p><strong>Color:</strong> Transparent Color</p><p><strong>Gold-Plated</strong>: FU &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Terminal Shape</strong>: Two Forks</p><p><strong>Weight: 1.7g/pcs</strong></p>";Computers Laptops & Electronics > Networking & Wifi > Consumables;NETWORKING > CONSUMABLES;;;;;MICROWORLD;simple;1;visible;0
RJ48S;RJ48 CONNECTOR FTP (100PCS);;https://www.micropointsa.co.za/assets/images/products/midrand/original/rj48s-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/rj48s.jpg;"<p><strong>RJ48 CONNECTOR FTP (100PCS) - RJ48S</strong></p><p><strong>Inlet Shape</strong>: F/R</p><p><strong>Slot</strong>: 10Pin Copper Sheet: 10</p><p><strong>Material</strong>: PC</p><p><strong>Certification:</strong> CE ROHS</p><p><strong>Length Of Plug</strong>: 22.45+0.2mm</p><p><strong>Copper Material:&nbsp;</strong>Copper</p><p><strong>Color:</strong> Transparent Color</p><p><strong>Gold-Plated:</strong> FU &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><strong>Terminal Shape</strong>: Two Forks</p><p><strong>W</strong><strong>eight: 1.7g/pcs</strong></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Networking & Wifi > Consumables;NETWORKING > CONSUMABLES;;;;;MICROWORLD;simple;1;visible;0
SER002;USB TO SERIAL RS232 9PIN MALE CABLE;;https://www.micropointsa.co.za/assets/images/products/midrand/original/ser002.jpg;"<p><strong>USB TO SERIAL RS232 9PIN MALE CABLE - SER002</strong></p><p><strong>USB to RS232 Serial 9Pin DB9 Cable Adapter Features</strong></p><p>USB to RS232 Converter</p><p>Compatible with USB1.1,2.0 Highest Speed can reach 12 Mbps</p><p>Supports Remote wake up and Power Supply Management</p><p>Supports Hot Plug and PnP, need no I/O location and IRQ setting, friendly UI</p><p>Supports RS-232 handshake Protocol, Support full Duplex Data Operating Mode</p><p>RS-232 Serial Port Transmission Speed Maximum 460.8Kbps</p><p>RS-232 Serial Port TXD, RXD offer 600W lightning strike &amp; Surge Protection Power on each line</p><p><strong>Specifications</strong></p><p><strong>USB Compliance</strong>: USB 1.0/1.1 Compliant, USB 2.0 Compatible</p><p><strong>Connector:</strong> USB Type A</p><p><strong>Speed:</strong> 12 Mbps (Full-Speed USB)</p><p><br></p>";Computers Laptops & Electronics > Peripherals > USB Devices;USB DEVICES > SERIAL;;;;;MICROWORLD;simple;1;visible;0
SER004;USB B MALE TO SERIAL PORT CONNECTOR;;https://www.micropointsa.co.za/assets/images/products/midrand/original/ser004.png;<strong> USB B MALE TO SERIAL PORT CONNECTOR - SER004</strong></p>  <strong> Works with PC's and Macs</strong></p>  <p> Serial RS232 to USB adapter/converter</p>                           <p> Use your serial devices with your USB equipped computer</p>                           <p> Serial port connector is DB9. Supports up to 115kb/sec</p>                           <p> Comes with driver CD and users manual</p>;Computers Laptops & Electronics > Peripherals > USB Devices;USB DEVICES > SERIAL;;;;;MICROWORLD;simple;1;visible;0
SER005;USB A MALE SERIAL9PIN  MALE;;https://www.micropointsa.co.za/assets/images/products/midrand/original/ser005.jpg;;Computers Laptops & Electronics > Peripherals > USB Devices;USB DEVICES > ;;;;;MICROWORLD;simple;1;visible;0
